Edge ID <> Lane ID,Source,Destination,Length,Speed Limit,Road Type
BH5BG5 <> BH5BG5_0,BH5,BG5,485.6,22.22,local road
BH5BG5 <> BH5BG5_1,BH5,BG5,485.6,22.22,local road
BH5BH4 <> BH5BH4_0,BH5,BH4,482.4,13.89,local road
BH5BH6 <> BH5BH6_0,BH5,BH6,482.4,13.89,local road
BH5BI5 <> BH5BI5_0,BH5,BI5,485.6,22.22,local road
BH5BI5 <> BH5BI5_1,BH5,BI5,485.6,22.22,local road
BH6BG6 <> BH6BG6_0,BH6,BG6,485.6,13.89,local road
BH6BH5 <> BH6BH5_0,BH6,BH5,482.4,13.89,local road
BH6BH7 <> BH6BH7_0,BH6,BH7,485.6,13.89,local road
BH6BI6 <> BH6BI6_0,BH6,BI6,485.6,13.89,local road
BH7BG7 <> BH7BG7_0,BH7,BG7,485.6,13.89,local road
BH7BH6 <> BH7BH6_0,BH7,BH6,485.6,13.89,local road
BH7BH8 <> BH7BH8_0,BH7,BH8,485.6,13.89,local road
BH7BI7 <> BH7BI7_0,BH7,BI7,485.6,13.89,local road
BH8BG8 <> BH8BG8_0,BH8,BG8,485.6,13.89,local road
BH8BH7 <> BH8BH7_0,BH8,BH7,485.6,13.89,local road
BH8BH9 <> BH8BH9_0,BH8,BH9,485.6,13.89,local road
BH8BI8 <> BH8BI8_0,BH8,BI8,485.6,13.89,local road
BH9BG9 <> BH9BG9_0,BH9,BG9,485.6,13.89,local road
BH9BH10 <> BH9BH10_0,BH9,BH10,482.4,13.89,local road
BH9BH8 <> BH9BH8_0,BH9,BH8,485.6,13.89,local road
BH9BI9 <> BH9BI9_0,BH9,BI9,485.6,13.89,local road
BI0BH0 <> BI0BH0_0,BI0,BH0,485.6,22.22,local road
BI0BH0 <> BI0BH0_1,BI0,BH0,485.6,22.22,local road
BI0BI1 <> BI0BI1_0,BI0,BI1,482.4,13.89,local road
BI0BJ0 <> BI0BJ0_0,BI0,BJ0,485.6,22.22,local road
BI0BJ0 <> BI0BJ0_1,BI0,BJ0,485.6,22.22,local road
BI10BH10 <> BI10BH10_0,BI10,BH10,485.6,22.22,local road
BI10BH10 <> BI10BH10_1,BI10,BH10,485.6,22.22,local road
BI10BI9 <> BI10BI9_0,BI10,BI9,482.4,13.89,local road
BI10BJ10 <> BI10BJ10_0,BI10,BJ10,485.6,22.22,local road
BI10BJ10 <> BI10BJ10_1,BI10,BJ10,485.6,22.22,local road
BI1BH1 <> BI1BH1_0,BI1,BH1,485.6,13.89,local road
BI1BI0 <> BI1BI0_0,BI1,BI0,482.4,13.89,local road
BI1BJ1 <> BI1BJ1_0,BI1,BJ1,485.6,13.89,local road
BI3BH3 <> BI3BH3_0,BI3,BH3,485.6,13.89,local road
BI3BI4 <> BI3BI4_0,BI3,BI4,485.6,13.89,local road
BI3BJ3 <> BI3BJ3_0,BI3,BJ3,485.6,13.89,local road
BI4BH4 <> BI4BH4_0,BI4,BH4,485.6,13.89,local road
BI4BI3 <> BI4BI3_0,BI4,BI3,485.6,13.89,local road
BI4BI5 <> BI4BI5_0,BI4,BI5,482.4,13.89,local road
BI4BJ4 <> BI4BJ4_0,BI4,BJ4,485.6,13.89,local road
BI5BH5 <> BI5BH5_0,BI5,BH5,485.6,22.22,local road
BI5BH5 <> BI5BH5_1,BI5,BH5,485.6,22.22,local road
BI5BI4 <> BI5BI4_0,BI5,BI4,482.4,13.89,local road
BI5BI6 <> BI5BI6_0,BI5,BI6,482.4,13.89,local road
BI5BJ5 <> BI5BJ5_0,BI5,BJ5,485.6,22.22,local road
BI5BJ5 <> BI5BJ5_1,BI5,BJ5,485.6,22.22,local road
BI6BH6 <> BI6BH6_0,BI6,BH6,485.6,13.89,local road
BI6BI5 <> BI6BI5_0,BI6,BI5,482.4,13.89,local road
BI6BI7 <> BI6BI7_0,BI6,BI7,485.6,13.89,local road
BI6BJ6 <> BI6BJ6_0,BI6,BJ6,485.6,13.89,local road
BI7BH7 <> BI7BH7_0,BI7,BH7,485.6,13.89,local road
BI7BI6 <> BI7BI6_0,BI7,BI6,485.6,13.89,local road
BI7BI8 <> BI7BI8_0,BI7,BI8,485.6,13.89,local road
BI7BJ7 <> BI7BJ7_0,BI7,BJ7,485.6,13.89,local road
BI8BH8 <> BI8BH8_0,BI8,BH8,485.6,13.89,local road
BI8BI7 <> BI8BI7_0,BI8,BI7,485.6,13.89,local road
BI8BI9 <> BI8BI9_0,BI8,BI9,485.6,13.89,local road
BI8BJ8 <> BI8BJ8_0,BI8,BJ8,485.6,13.89,local road
BI9BH9 <> BI9BH9_0,BI9,BH9,485.6,13.89,local road
BI9BI10 <> BI9BI10_0,BI9,BI10,482.4,13.89,local road
BI9BI8 <> BI9BI8_0,BI9,BI8,485.6,13.89,local road
BI9BJ9 <> BI9BJ9_0,BI9,BJ9,485.6,13.89,local road
BJ0BI0 <> BJ0BI0_0,BJ0,BI0,485.6,22.22,local road
BJ0BI0 <> BJ0BI0_1,BJ0,BI0,485.6,22.22,local road
BJ0BJ1 <> BJ0BJ1_0,BJ0,BJ1,482.4,13.89,local road
BJ0BK0 <> BJ0BK0_0,BJ0,BK0,486.4,22.22,local road
BJ0BK0 <> BJ0BK0_1,BJ0,BK0,486.4,22.22,local road
BJ10BI10 <> BJ10BI10_0,BJ10,BI10,485.6,22.22,local road
BJ10BI10 <> BJ10BI10_1,BJ10,BI10,485.6,22.22,local road
BJ10BJ9 <> BJ10BJ9_0,BJ10,BJ9,482.4,13.89,local road
BJ10BK10 <> BJ10BK10_0,BJ10,BK10,486.4,22.22,local road
BJ10BK10 <> BJ10BK10_1,BJ10,BK10,486.4,22.22,local road
BJ1BI1 <> BJ1BI1_0,BJ1,BI1,485.6,13.89,local road
BJ1BJ0 <> BJ1BJ0_0,BJ1,BJ0,482.4,13.89,local road
BJ1BJ2 <> BJ1BJ2_0,BJ1,BJ2,485.6,13.89,local road
BJ1BK1 <> BJ1BK1_0,BJ1,BK1,482.4,13.89,local road
BJ2BJ1 <> BJ2BJ1_0,BJ2,BJ1,485.6,13.89,local road
BJ2BJ3 <> BJ2BJ3_0,BJ2,BJ3,485.6,13.89,local road
BJ2BK2 <> BJ2BK2_0,BJ2,BK2,482.4,13.89,local road
BJ3BI3 <> BJ3BI3_0,BJ3,BI3,485.6,13.89,local road
BJ3BJ2 <> BJ3BJ2_0,BJ3,BJ2,485.6,13.89,local road
BJ3BJ4 <> BJ3BJ4_0,BJ3,BJ4,485.6,13.89,local road
BJ3BK3 <> BJ3BK3_0,BJ3,BK3,482.4,13.89,local road
BJ4BI4 <> BJ4BI4_0,BJ4,BI4,485.6,13.89,local road
BJ4BJ3 <> BJ4BJ3_0,BJ4,BJ3,485.6,13.89,local road
BJ4BJ5 <> BJ4BJ5_0,BJ4,BJ5,482.4,13.89,local road
BJ4BK4 <> BJ4BK4_0,BJ4,BK4,482.4,13.89,local road
BJ5BI5 <> BJ5BI5_0,BJ5,BI5,485.6,22.22,local road
BJ5BI5 <> BJ5BI5_1,BJ5,BI5,485.6,22.22,local road
BJ5BJ4 <> BJ5BJ4_0,BJ5,BJ4,482.4,13.89,local road
BJ5BJ6 <> BJ5BJ6_0,BJ5,BJ6,482.4,13.89,local road
BJ5BK5 <> BJ5BK5_0,BJ5,BK5,482.4,22.22,local road
BJ5BK5 <> BJ5BK5_1,BJ5,BK5,482.4,22.22,local road
BJ6BI6 <> BJ6BI6_0,BJ6,BI6,485.6,13.89,local road
BJ6BJ5 <> BJ6BJ5_0,BJ6,BJ5,482.4,13.89,local road
BJ6BJ7 <> BJ6BJ7_0,BJ6,BJ7,485.6,13.89,local road
BJ6BK6 <> BJ6BK6_0,BJ6,BK6,482.4,13.89,local road
BJ7BI7 <> BJ7BI7_0,BJ7,BI7,485.6,13.89,local road
BJ7BJ6 <> BJ7BJ6_0,BJ7,BJ6,485.6,13.89,local road
BJ7BJ8 <> BJ7BJ8_0,BJ7,BJ8,485.6,13.89,local road
BJ7BK7 <> BJ7BK7_0,BJ7,BK7,482.4,13.89,local road
BJ8BI8 <> BJ8BI8_0,BJ8,BI8,485.6,13.89,local road
BJ8BJ7 <> BJ8BJ7_0,BJ8,BJ7,485.6,13.89,local road
BJ8BJ9 <> BJ8BJ9_0,BJ8,BJ9,485.6,13.89,local road
BJ8BK8 <> BJ8BK8_0,BJ8,BK8,482.4,13.89,local road
BJ9BI9 <> BJ9BI9_0,BJ9,BI9,485.6,13.89,local road
BJ9BJ10 <> BJ9BJ10_0,BJ9,BJ10,482.4,13.89,local road
BJ9BJ8 <> BJ9BJ8_0,BJ9,BJ8,485.6,13.89,local road
BJ9BK9 <> BJ9BK9_0,BJ9,BK9,482.4,13.89,local road
BK0BJ0 <> BK0BJ0_0,BK0,BJ0,486.4,22.22,local road
BK0BJ0 <> BK0BJ0_1,BK0,BJ0,486.4,22.22,local road
BK0BK1 <> BK0BK1_0,BK0,BK1,486.4,22.22,local road
BK0BK1 <> BK0BK1_1,BK0,BK1,486.4,22.22,local road
BK10BJ10 <> BK10BJ10_0,BK10,BJ10,486.4,22.22,local road
BK10BJ10 <> BK10BJ10_1,BK10,BJ10,486.4,22.22,local road
BK10BK9 <> BK10BK9_0,BK10,BK9,486.4,22.22,local road
BK10BK9 <> BK10BK9_1,BK10,BK9,486.4,22.22,local road
BK1BJ1 <> BK1BJ1_0,BK1,BJ1,482.4,13.89,local road
BK1BK0 <> BK1BK0_0,BK1,BK0,486.4,22.22,local road
BK1BK0 <> BK1BK0_1,BK1,BK0,486.4,22.22,local road
BK1BK2 <> BK1BK2_0,BK1,BK2,485.6,22.22,local road
BK1BK2 <> BK1BK2_1,BK1,BK2,485.6,22.22,local road
BK2BJ2 <> BK2BJ2_0,BK2,BJ2,482.4,13.89,local road
BK2BK1 <> BK2BK1_0,BK2,BK1,485.6,22.22,local road
BK2BK1 <> BK2BK1_1,BK2,BK1,485.6,22.22,local road
BK2BK3 <> BK2BK3_0,BK2,BK3,485.6,22.22,local road
BK2BK3 <> BK2BK3_1,BK2,BK3,485.6,22.22,local road
BK3BJ3 <> BK3BJ3_0,BK3,BJ3,482.4,13.89,local road
BK3BK2 <> BK3BK2_0,BK3,BK2,485.6,22.22,local road
BK3BK2 <> BK3BK2_1,BK3,BK2,485.6,22.22,local road
BK3BK4 <> BK3BK4_0,BK3,BK4,485.6,22.22,local road
BK3BK4 <> BK3BK4_1,BK3,BK4,485.6,22.22,local road
BK4BJ4 <> BK4BJ4_0,BK4,BJ4,482.4,13.89,local road
BK4BK3 <> BK4BK3_0,BK4,BK3,485.6,22.22,local road
BK4BK3 <> BK4BK3_1,BK4,BK3,485.6,22.22,local road
BK4BK5 <> BK4BK5_0,BK4,BK5,482.4,22.22,local road
BK4BK5 <> BK4BK5_1,BK4,BK5,482.4,22.22,local road
BK5BJ5 <> BK5BJ5_0,BK5,BJ5,482.4,22.22,local road
BK5BJ5 <> BK5BJ5_1,BK5,BJ5,482.4,22.22,local road
BK5BK4 <> BK5BK4_0,BK5,BK4,482.4,22.22,local road
BK5BK4 <> BK5BK4_1,BK5,BK4,482.4,22.22,local road
BK5BK6 <> BK5BK6_0,BK5,BK6,482.4,22.22,local road
BK5BK6 <> BK5BK6_1,BK5,BK6,482.4,22.22,local road
BK6BJ6 <> BK6BJ6_0,BK6,BJ6,482.4,13.89,local road
BK6BK5 <> BK6BK5_0,BK6,BK5,482.4,22.22,local road
BK6BK5 <> BK6BK5_1,BK6,BK5,482.4,22.22,local road
BK6BK7 <> BK6BK7_0,BK6,BK7,485.6,22.22,local road
BK6BK7 <> BK6BK7_1,BK6,BK7,485.6,22.22,local road
BK7BJ7 <> BK7BJ7_0,BK7,BJ7,482.4,13.89,local road
BK7BK6 <> BK7BK6_0,BK7,BK6,485.6,22.22,local road
BK7BK6 <> BK7BK6_1,BK7,BK6,485.6,22.22,local road
BK7BK8 <> BK7BK8_0,BK7,BK8,485.6,22.22,local road
BK7BK8 <> BK7BK8_1,BK7,BK8,485.6,22.22,local road
BK8BJ8 <> BK8BJ8_0,BK8,BJ8,482.4,13.89,local road
BK8BK7 <> BK8BK7_0,BK8,BK7,485.6,22.22,local road
BK8BK7 <> BK8BK7_1,BK8,BK7,485.6,22.22,local road
BK8BK9 <> BK8BK9_0,BK8,BK9,485.6,22.22,local road
BK8BK9 <> BK8BK9_1,BK8,BK9,485.6,22.22,local road
BK9BJ9 <> BK9BJ9_0,BK9,BJ9,482.4,13.89,local road
BK9BK10 <> BK9BK10_0,BK9,BK10,486.4,22.22,local road
BK9BK10 <> BK9BK10_1,BK9,BK10,486.4,22.22,local road
BK9BK8 <> BK9BK8_0,BK9,BK8,485.6,22.22,local road
BK9BK8 <> BK9BK8_1,BK9,BK8,485.6,22.22,local road
E0 <> E0_0,BA0,AX10,2688.07,27.78,highway
E0 <> E0_1,BA0,AX10,2688.07,27.78,highway
E0 <> E0_2,BA0,AX10,2688.07,27.78,highway
E1 <> E1_0,AK0,AN10,2600.82,27.78,highway
E1 <> E1_1,AK0,AN10,2600.82,27.78,highway
E1 <> E1_2,AK0,AN10,2600.82,27.78,highway
E2 <> E2_0,AK5,J0,3927.63,27.78,highway
E2 <> E2_1,AK5,J0,3927.63,27.78,highway
E2 <> E2_2,AK5,J0,3927.63,27.78,highway
E3 <> E3_0,J0,BA5,4024.42,27.78,highway
E3 <> E3_1,J0,BA5,4024.42,27.78,highway
E3 <> E3_2,J0,BA5,4024.42,27.78,highway
E4 <> E4_0,J0,AS10,3727.83,27.78,highway
E4 <> E4_1,J0,AS10,3727.83,27.78,highway
E4 <> E4_2,J0,AS10,3727.83,27.78,highway
E5 <> E5_0,BF0,AX5,6316.34,27.78,highway
E5 <> E5_1,BF0,AX5,6316.34,27.78,highway
E5 <> E5_2,BF0,AX5,6316.34,27.78,highway
E6 <> E6_0,AN5,AF0,6228.45,27.78,highway
E6 <> E6_1,AN5,AF0,6228.45,27.78,highway
E6 <> E6_2,AN5,AF0,6228.45,27.78,highway
